
Measuring costs for CostType::Contract(VerifyMlDsa44Sig)


Measuring costs for CostType::Contract(VerifyMlDsa44Sig)

iterations        inputs     cpu_insns_total     cpu_insns_base     mem_bytes_total     mem_bytes_base     time_ns_total     time_ns_base     ave_net_input     ave_net_insns     ave_net_bytes     ave_net_ns     ave_net_insn_per_input     ave_net_bytes_per_input
       100     3,141,600         218,338,176             56,918                   0                  0        18,146,037          214,658            31,416         2,182,812                 0        179,313                         69     0
       100     3,155,200         218,991,576             56,918                   0                  0        18,957,863          214,658            31,552         2,189,346                 0        187,432                         69     0
       100     3,168,800         219,644,975             56,918                   0                  0        16,811,175          214,658            31,688         2,195,880                 0        165,965                         69     0
       100     3,182,400         220,284,769             56,918                   0                  0        18,790,137          214,658            31,824         2,202,278                 0        185,754                         69     0
       100     3,196,000         220,936,474             56,918                   0                  0        18,850,830          214,658            31,960         2,208,795                 0        186,361                         69     0
       100     3,209,600         221,583,075             56,918                   0                  0        17,423,554          214,658            32,096         2,215,261                 0        172,088                         69     0
       100     3,223,200         222,233,069             56,918                   0                  0        17,435,045          214,658            32,232         2,221,761                 0        172,203                         68     0
       100     3,236,800         222,877,977             56,918                   0                  0        17,843,138          214,658            32,368         2,228,210                 0        176,284                         68     0
       100     3,250,400         223,533,074             56,918                   0                  0        17,160,125          214,658            32,504         2,234,761                 0        169,454                         68     0
       100     3,264,000         224,177,835             56,918                   0                  0        19,498,709          214,658            32,640         2,241,209                 0        192,840                         68     0

Contract(VerifyMlDsa44Sig) cpu: MeteredCostComponent { const_term: 685165, lin_term: ScaledU64(6103) }, R2 score: 0.9999999787692296
Contract(VerifyMlDsa44Sig) mem: MeteredCostComponent { const_term: 0, lin_term: ScaledU64(0) }, R2 score: NaN

Measuring costs for CostType::Contract(VerifyMlDsa65Sig)


Measuring costs for CostType::Contract(VerifyMlDsa65Sig)

iterations        inputs     cpu_insns_total     cpu_insns_base     mem_bytes_total     mem_bytes_base     time_ns_total     time_ns_base     ave_net_input     ave_net_insns     ave_net_bytes     ave_net_ns     ave_net_insn_per_input     ave_net_bytes_per_input
       100             0          98,433,762             71,827                   0                  0        11,224,389           86,654                 0           983,619                 0        111,377                    983,619     0
       100        13,600          99,094,261             71,827                   0                  0         8,158,977           86,654               136           990,224                 0         80,723                      7,281     0
       100        27,200          99,744,564             71,827                   0                  0        10,388,604           86,654               272           996,727                 0        103,019                      3,664     0
       100        40,800         100,386,060             71,827                   0                  0         8,267,181           86,654               408         1,003,142                 0         81,805                      2,458     0
       100        54,400         101,036,051             71,827                   0                  0        10,871,919           86,654               544         1,009,642                 0        107,852                      1,855     0
       100        68,000         101,686,057             71,827                   0                  0         8,715,103           86,654               680         1,016,142                 0         86,284                      1,494     0
       100        81,600         102,337,763             71,827                   0                  0        11,556,181           86,654               816         1,022,659                 0        114,695                      1,253     0
       100        95,200         102,980,948             71,827                   0                  0         8,063,171           86,654               952         1,029,091                 0         79,765                      1,080     0
       100       108,800         103,637,753             71,827                   0                  0         9,873,451           86,654             1,088         1,035,659                 0         97,867                        951     0
       100       122,400         104,282,652             71,827                   0                  0         9,737,307           86,654             1,224         1,042,108                 0         96,506                        851     0
       100       136,000         104,934,352             71,827                   0                  0         8,766,536           86,654             1,360         1,048,625                 0         86,798                        771     0
       100       149,600         105,580,957             71,827                   0                  0        10,961,293           86,654             1,496         1,055,091                 0        108,746                        705     0
       100       163,200         106,227,550             71,827                   0                  0         9,186,708           86,654             1,632         1,061,557                 0         91,000                        650     0
       100       176,800         106,874,149             71,827                   0                  0        12,246,338           86,654             1,768         1,068,023                 0        121,596                        604     0
       100       190,400         107,524,162             71,827                   0                  0         9,419,461           86,654             1,904         1,074,523                 0         93,328                        564     0
       100       204,000         108,165,648             71,827                   0                  0         9,921,771           86,654             2,040         1,080,938                 0         98,351                        529     0
       100       217,600         108,813,945             71,827                   0                  0        12,046,284           86,654             2,176         1,087,421                 0        119,596                        499     0
       100       231,200         109,465,646             71,827                   0                  0         8,911,893           86,654             2,312         1,093,938                 0         88,252                        473     0
       100       244,800         110,110,544             71,827                   0                  0        10,618,776           86,654             2,448         1,100,387                 0        105,321                        449     0
       100       258,400         110,767,351             71,827                   0                  0        11,678,907           86,654             2,584         1,106,955                 0        115,922                        428     0
       100       272,000         111,412,248             71,827                   0                  0         9,482,247           86,654             2,720         1,113,404                 0         93,955                        409     0
       100       285,600         112,050,343             71,827                   0                  0        11,674,032           86,654             2,856         1,119,785                 0        115,873                        392     0
       100       299,200         112,703,743             71,827                   0                  0        11,489,465           86,654             2,992         1,126,319                 0        114,028                        376     0
       100       312,800         113,358,848             71,827                   0                  0        10,057,820           86,654             3,128         1,132,870                 0         99,711                        362     0
       100       326,400         113,998,645             71,827                   0                  0        11,078,303           86,654             3,264         1,139,268                 0        109,916                        349     0
       100       340,000         114,650,340             71,827                   0                  0         9,461,829           86,654             3,400         1,145,785                 0         93,751                        336     0
       100       353,600         115,298,649             71,827                   0                  0         9,206,636           86,654             3,536         1,152,268                 0         91,199                        325     0
       100       367,200         115,946,947             71,827                   0                  0        10,084,173           86,654             3,672         1,158,751                 0         99,975                        315     0
       100       380,800         116,598,648             71,827                   0                  0         9,572,730           86,654             3,808         1,165,268                 0         94,860                        306     0
       100       394,400         117,236,722             71,827                   0                  0         8,710,896           86,654             3,944         1,171,648                 0         86,242                        297     0
       100       408,000         117,900,346             71,827                   0                  0         8,764,645           86,654             4,080         1,178,285                 0         86,779                        288     0
       100       421,600         118,540,141             71,827                   0                  0         9,177,853           86,654             4,216         1,184,683                 0         90,911                        280     0
       100       435,200         119,191,839             71,827                   0                  0         8,800,417           86,654             4,352         1,191,200                 0         87,137                        273     0
       100       448,800         119,836,742             71,827                   0                  0         8,498,786           86,654             4,488         1,197,649                 0         84,121                        266     0
       100       462,400         120,479,944             71,827                   0                  0         8,498,728           86,654             4,624         1,204,081                 0         84,120                        260     0
       100       476,000         121,128,246             71,827                   0                  0         8,568,752           86,654             4,760         1,210,564                 0         84,820                        254     0
       100       489,600         121,779,946             71,827                   0                  0         9,178,145           86,654             4,896         1,217,081                 0         90,914                        248     0
       100       503,200         122,435,050             71,827                   0                  0         9,290,312           86,654             5,032         1,223,632                 0         92,036                        243     0
       100       516,800         123,073,151             71,827                   0                  0         8,956,694           86,654             5,168         1,230,013                 0         88,700                        238     0
       100       530,400         123,731,644             71,827                   0                  0         8,836,366           86,654             5,304         1,236,598                 0         87,497                        233     0
       100       544,000         124,379,942             71,827                   0                  0         8,981,921           86,654             5,440         1,243,081                 0         88,952                        228     0
       100       557,600         125,018,048             71,827                   0                  0         9,083,575           86,654             5,576         1,249,462                 0         89,969                        224     0
       100       571,200         125,669,744             71,827                   0                  0         8,809,605           86,654             5,712         1,255,979                 0         87,229                        219     0
       100       584,800         126,321,440             71,827                   0                  0         8,725,881           86,654             5,848         1,262,496                 0         86,392                        215     0
       100       598,400         126,966,342             71,827                   0                  0         8,818,399           86,654             5,984         1,268,945                 0         87,317                        212     0
       100       612,000         127,619,749             71,827                   0                  0         8,814,807           86,654             6,120         1,275,479                 0         87,281                        208     0
       100       625,600         128,264,642             71,827                   0                  0         8,937,104           86,654             6,256         1,281,928                 0         88,504                        204     0
       100       639,200         128,918,034             71,827                   0                  0         9,201,859           86,654             6,392         1,288,462                 0         91,152                        201     0
       100       652,800         129,561,181             71,827                   0                  0         9,178,720           86,654             6,528         1,294,893                 0         90,920                        198     0
       100       666,400         130,211,251             71,827                   0                  0         9,129,368           86,654             6,664         1,301,394                 0         90,427                        195     0
       100       680,000         130,861,246             71,827                   0                  0         9,549,596           86,654             6,800         1,307,894                 0         94,629                        192     0
       100       693,600         131,506,143             71,827                   0                  0         8,987,370           86,654             6,936         1,314,343                 0         89,007                        189     0
       100       707,200         132,161,254             71,827                   0                  0         9,974,985           86,654             7,072         1,320,894                 0         98,883                        186     0
       100       720,800         132,802,751             71,827                   0                  0        11,066,713           86,654             7,208         1,327,309                 0        109,800                        184     0
       100       734,400         133,452,740             71,827                   0                  0        10,961,712           86,654             7,344         1,333,809                 0        108,750                        181     0
       100       748,000         134,107,841             71,827                   0                  0        10,353,937           86,654             7,480         1,340,360                 0        102,672                        179     0
       100       761,600         134,751,045             71,827                   0                  0        10,933,619           86,654             7,616         1,346,792                 0        108,469                        176     0
       100       775,200         135,401,044             71,827                   0                  0         9,636,585           86,654             7,752         1,353,292                 0         95,499                        174     0
       100       788,800         136,051,050             71,827                   0                  0        10,279,747           86,654             7,888         1,359,792                 0        101,930                        172     0
       100       802,400         136,697,649             71,827                   0                  0        10,410,720           86,654             8,024         1,366,258                 0        103,240                        170     0
       100       816,000         137,342,543             71,827                   0                  0        11,612,954           86,654             8,160         1,372,707                 0        115,263                        168     0
       100       829,600         137,994,249             71,827                   0                  0        11,413,552           86,654             8,296         1,379,224                 0        113,268                        166     0
       100       843,200         138,630,642             71,827                   0                  0        10,932,068           86,654             8,432         1,385,588                 0        108,454                        164     0
       100       856,800         139,282,281             71,827                   0                  0        11,307,496           86,654             8,568         1,392,104                 0        112,208                        162     0
       100       870,400         139,932,346             71,827                   0                  0        10,643,367           86,654             8,704         1,398,605                 0        105,567                        160     0
       100       884,000         140,585,746             71,827                   0                  0        10,584,254           86,654             8,840         1,405,139                 0        104,976                        158     0
       100       897,600         141,228,947             71,827                   0                  0        11,440,173           86,654             8,976         1,411,571                 0        113,535                        157     0
       100       911,200         141,878,937             71,827                   0                  0        12,065,058           86,654             9,112         1,418,071                 0        119,784                        155     0
       100       924,800         142,525,540             71,827                   0                  0        11,831,224           86,654             9,248         1,424,537                 0        117,445                        154     0
       100       938,400         143,175,547             71,827                   0                  0        12,003,182           86,654             9,384         1,431,037                 0        119,165                        152     0
       100       952,000         143,827,227             71,827                   0                  0        12,228,631           86,654             9,520         1,437,554                 0        121,419                        151     0
       100       965,600         144,472,148             71,827                   0                  0        13,150,330           86,654             9,656         1,444,003                 0        130,636                        149     0
       100       979,200         145,120,444             71,827                   0                  0        11,710,265           86,654             9,792         1,450,486                 0        116,236                        148     0
       100       992,800         145,767,045             71,827                   0                  0        11,957,944           86,654             9,928         1,456,952                 0        118,712                        146     0
       100     1,006,400         146,420,451             71,827                   0                  0        14,008,276           86,654            10,064         1,463,486                 0        139,216                        145     0
       100     1,020,000         147,072,143             71,827                   0                  0        14,310,507           86,654            10,200         1,470,003                 0        142,238                        144     0
       100     1,033,600         147,710,242             71,827                   0                  0        16,629,750           86,654            10,336         1,476,384                 0        165,430                        142     0
       100     1,047,200         148,361,942             71,827                   0                  0        14,679,557           86,654            10,472         1,482,901                 0        145,929                        141     0
       100     1,060,800         149,011,938             71,827                   0                  0        15,108,539           86,654            10,608         1,489,401                 0        150,218                        140     0
       100     1,074,400         149,660,245             71,827                   0                  0        16,846,837           86,654            10,744         1,495,884                 0        167,601                        139     0
       100     1,088,000         150,306,845             71,827                   0                  0        13,276,450           86,654            10,880         1,502,350                 0        131,897                        138     0
       100     1,101,600         150,950,045             71,827                   0                  0        13,098,035           86,654            11,016         1,508,782                 0        130,113                        136     0
       100     1,115,200         151,605,123             71,827                   0                  0        14,242,391           86,654            11,152         1,515,332                 0        141,557                        135     0
       100     1,128,800         152,253,446             71,827                   0                  0        12,068,220           86,654            11,288         1,521,816                 0        119,815                        134     0
       100     1,142,400         152,900,038             71,827                   0                  0        15,482,406           86,654            11,424         1,528,282                 0        153,957                        133     0
       100     1,156,000         153,544,947             71,827                   0                  0        21,221,700           86,654            11,560         1,534,731                 0        211,350                        132     0
       100     1,169,600         154,194,948             71,827                   0                  0        15,488,860           86,654            11,696         1,541,231                 0        154,022                        131     0
       100     1,183,200         154,846,650             71,827                   0                  0        14,919,067           86,654            11,832         1,547,748                 0        148,324                        130     0
       100     1,196,800         155,484,748             71,827                   0                  0        14,910,179           86,654            11,968         1,554,129                 0        148,235                        129     0
       100     1,210,400         156,148,348             71,827                   0                  0        14,957,734           86,654            12,104         1,560,765                 0        148,710                        128     0
       100     1,224,000         156,793,237             71,827                   0                  0        14,120,774           86,654            12,240         1,567,214                 0        140,341                        128     0
       100     1,237,600         157,433,050             71,827                   0                  0        16,705,347           86,654            12,376         1,573,612                 0        166,186                        127     0
       100     1,251,200         158,084,746             71,827                   0                  0        17,056,455           86,654            12,512         1,580,129                 0        169,698                        126     0
       100     1,264,800         158,734,742             71,827                   0                  0        14,150,491           86,654            12,648         1,586,629                 0        140,638                        125     0
       100     1,278,400         159,379,642             71,827                   0                  0        14,818,548           86,654            12,784         1,593,078                 0        147,318                        124     0
       100     1,292,000         160,031,345             71,827                   0                  0        14,499,512           86,654            12,920         1,599,595                 0        144,128                        123     0
       100     1,305,600         160,686,442             71,827                   0                  0        13,611,427           86,654            13,056         1,606,146                 0        135,247                        123     0
       100     1,319,200         161,321,104             71,827                   0                  0        12,398,892           86,654            13,192         1,612,492                 0        123,122                        122     0
       100     1,332,800         161,969,450             71,827                   0                  0        11,523,549           86,654            13,328         1,618,976                 0        114,368                        121     0
       100     1,346,400         162,621,145             71,827                   0                  0        11,378,695           86,654            13,464         1,625,493                 0        112,920                        120     0
       100     1,360,000         163,276,243             71,827                   0                  0        11,794,265           86,654            13,600         1,632,044                 0        117,076                        120     0
       100     1,373,600         163,924,537             71,827                   0                  0        12,582,029           86,654            13,736         1,638,527                 0        124,953                        119     0
       100     1,387,200         164,571,147             71,827                   0                  0        14,301,691           86,654            13,872         1,644,993                 0        142,150                        118     0
       100     1,400,800         165,216,050             71,827                   0                  0        12,737,568           86,654            14,008         1,651,442                 0        126,509                        117     0
       100     1,414,400         165,871,146             71,827                   0                  0        13,617,668           86,654            14,144         1,657,993                 0        135,310                        117     0
       100     1,428,000         166,516,037             71,827                   0                  0        12,512,708           86,654            14,280         1,664,442                 0        124,260                        116     0
       100     1,441,600         167,159,243             71,827                   0                  0        12,785,190           86,654            14,416         1,670,874                 0        126,985                        115     0
       100     1,455,200         167,812,633             71,827                   0                  0        14,125,093           86,654            14,552         1,677,408                 0        140,384                        115     0
       100     1,468,800         168,464,341             71,827                   0                  0        14,082,504           86,654            14,688         1,683,925                 0        139,958                        114     0
       100     1,482,400         169,099,044             71,827                   0                  0        14,376,872           86,654            14,824         1,690,272                 0        142,902                        114     0
       100     1,496,000         169,757,548             71,827                   0                  0        14,100,512           86,654            14,960         1,696,857                 0        140,138                        113     0
       100     1,509,600         170,407,543             71,827                   0                  0        13,128,185           86,654            15,096         1,703,357                 0        130,415                        112     0
       100     1,523,200         171,047,403             71,827                   0                  0        13,197,988           86,654            15,232         1,709,755                 0        131,113                        112     0
       100     1,536,800         171,700,746             71,827                   0                  0        14,434,934           86,654            15,368         1,716,289                 0        143,482                        111     0
       100     1,550,400         172,343,946             71,827                   0                  0        12,565,319           86,654            15,504         1,722,721                 0        124,786                        111     0
       100     1,564,000         173,004,137             71,827                   0                  0        12,299,889           86,654            15,640         1,729,323                 0        122,132                        110     0
       100     1,577,600         173,649,039             71,827                   0                  0        14,101,060           86,654            15,776         1,735,772                 0        140,144                        110     0
       100     1,591,200         174,295,655             71,827                   0                  0        12,077,529           86,654            15,912         1,742,238                 0        119,908                        109     0
       100     1,604,800         174,942,251             71,827                   0                  0        13,365,080           86,654            16,048         1,748,704                 0        132,784                        108     0
       100     1,618,400         175,592,243             71,827                   0                  0        12,811,612           86,654            16,184         1,755,204                 0        127,249                        108     0
       100     1,632,000         176,235,443             71,827                   0                  0        13,716,763           86,654            16,320         1,761,636                 0        136,301                        107     0
       100     1,645,600         176,885,421             71,827                   0                  0        12,904,660           86,654            16,456         1,768,135                 0        128,180                        107     0
       100     1,659,200         177,537,151             71,827                   0                  0        12,300,662           86,654            16,592         1,774,653                 0        122,140                        106     0
       100     1,672,800         178,183,744             71,827                   0                  0        12,578,011           86,654            16,728         1,781,119                 0        124,913                        106     0
       100     1,686,400         178,837,145             71,827                   0                  0        12,452,539           86,654            16,864         1,787,653                 0        123,658                        106     0
       100     1,700,000         179,473,548             71,827                   0                  0        12,254,954           86,654            17,000         1,794,017                 0        121,683                        105     0
       100     1,713,600         180,128,645             71,827                   0                  0        12,152,056           86,654            17,136         1,800,568                 0        120,654                        105     0
       100     1,727,200         180,783,801             71,827                   0                  0        12,443,555           86,654            17,272         1,807,119                 0        123,569                        104     0
       100     1,740,800         181,421,844             71,827                   0                  0        12,337,018           86,654            17,408         1,813,500                 0        122,503                        104     0
       100     1,754,400         182,068,448             71,827                   0                  0        12,310,360           86,654            17,544         1,819,966                 0        122,237                        103     0
       100     1,768,000         182,716,741             71,827                   0                  0        12,295,010           86,654            17,680         1,826,449                 0        122,083                        103     0
       100     1,781,600         183,380,350             71,827                   0                  0        12,960,545           86,654            17,816         1,833,085                 0        128,738                        102     0
       100     1,795,200         184,016,742             71,827                   0                  0        11,965,925           86,654            17,952         1,839,449                 0        118,792                        102     0
       100     1,808,800         184,663,346             71,827                   0                  0        13,711,149           86,654            18,088         1,845,915                 0        136,244                        102     0
       100     1,822,400         185,325,237             71,827                   0                  0        12,716,120           86,654            18,224         1,852,534                 0        126,294                        101     0
       100     1,836,000         185,961,639             71,827                   0                  0        12,990,682           86,654            18,360         1,858,898                 0        129,040                        101     0
       100     1,849,600         186,608,247             71,827                   0                  0        12,949,830           86,654            18,496         1,865,364                 0        128,631                        100     0
       100     1,863,200         187,261,659             71,827                   0                  0        12,313,723           86,654            18,632         1,871,898                 0        122,270                        100     0
       100     1,876,800         187,908,246             71,827                   0                  0        12,745,659           86,654            18,768         1,878,364                 0        126,590                        100     0
       100     1,890,400         188,554,840             71,827                   0                  0        13,421,806           86,654            18,904         1,884,830                 0        133,351                         99     0
       100     1,904,000         189,216,754             71,827                   0                  0        14,321,590           86,654            19,040         1,891,449                 0        142,349                         99     0
       100     1,917,600         189,851,450             71,827                   0                  0        13,770,836           86,654            19,176         1,897,796                 0        136,841                         98     0
       100     1,931,200         190,503,159             71,827                   0                  0        13,395,486           86,654            19,312         1,904,313                 0        133,088                         98     0
       100     1,944,800         191,149,743             71,827                   0                  0        13,231,892           86,654            19,448         1,910,779                 0        131,452                         98     0
       100     1,958,400         191,798,047             71,827                   0                  0        12,793,708           86,654            19,584         1,917,262                 0        127,070                         97     0
       100     1,972,000         192,441,245             71,827                   0                  0        12,622,623           86,654            19,720         1,923,694                 0        125,359                         97     0
       100     1,985,600         193,094,640             71,827                   0                  0        13,165,421           86,654            19,856         1,930,228                 0        130,787                         97     0
       100     1,999,200         193,741,242             71,827                   0                  0        12,854,253           86,654            19,992         1,936,694                 0        127,675                         96     0
       100     2,012,800         194,399,748             71,827                   0                  0        13,377,223           86,654            20,128         1,943,279                 0        132,905                         96     0
       100     2,026,400         195,037,845             71,827                   0                  0        13,904,716           86,654            20,264         1,949,660                 0        138,180                         96     0
       100     2,040,000         195,686,145             71,827                   0                  0        13,432,812           86,654            20,400         1,956,143                 0        133,461                         95     0
       100     2,053,600         196,339,551             71,827                   0                  0        13,522,295           86,654            20,536         1,962,677                 0        134,356                         95     0
       100     2,067,200         196,986,148             71,827                   0                  0        13,384,105           86,654            20,672         1,969,143                 0        132,974                         95     0
       100     2,080,800         197,634,441             71,827                   0                  0        13,431,875           86,654            20,808         1,975,626                 0        133,452                         94     0
       100     2,094,400         198,277,646             71,827                   0                  0        13,192,512           86,654            20,944         1,982,058                 0        131,058                         94     0
       100     2,108,000         198,927,645             71,827                   0                  0        12,876,987           86,654            21,080         1,988,558                 0        127,903                         94     0
       100     2,121,600         199,577,651             71,827                   0                  0        12,862,356           86,654            21,216         1,995,058                 0        127,757                         94     0
       100     2,135,200         200,222,516             71,827                   0                  0        13,119,073           86,654            21,352         2,001,506                 0        130,324                         93     0
       100     2,148,800         200,872,547             71,827                   0                  0        13,244,996           86,654            21,488         2,008,007                 0        131,583                         93     0
       100     2,162,400         201,529,346             71,827                   0                  0        13,548,603           86,654            21,624         2,014,575                 0        134,619                         93     0
       100     2,176,000         202,179,346             71,827                   0                  0        16,758,746           86,654            21,760         2,021,075                 0        166,720                         92     0
       100     2,189,600         202,825,946             71,827                   0                  0        15,236,652           86,654            21,896         2,027,541                 0        151,499                         92     0
       100     2,203,200         203,465,752             71,827                   0                  0        16,148,892           86,654            22,032         2,033,939                 0        160,622                         92     0
       100     2,216,800         204,115,748             71,827                   0                  0        16,944,219           86,654            22,168         2,040,439                 0        168,575                         92     0
       100     2,230,400         204,764,048             71,827                   0                  0        16,980,449           86,654            22,304         2,046,922                 0        168,937                         91     0
       100     2,244,000         205,414,047             71,827                   0                  0        17,284,895           86,654            22,440         2,053,422                 0        171,982                         91     0
       100     2,257,600         206,067,446             71,827                   0                  0        17,104,391           86,654            22,576         2,059,956                 0        170,177                         91     0
       100     2,271,200         206,705,545             71,827                   0                  0        16,710,898           86,654            22,712         2,066,337                 0        166,242                         90     0
       100     2,284,800         207,362,342             71,827                   0                  0        16,131,347           86,654            22,848         2,072,905                 0        160,446                         90     0
       100     2,298,400         208,000,447             71,827                   0                  0        17,727,820           86,654            22,984         2,079,286                 0        176,411                         90     0
       100     2,312,000         208,653,844             71,827                   0                  0        16,738,417           86,654            23,120         2,085,820                 0        166,517                         90     0
       100     2,325,600         209,314,052             71,827                   0                  0        16,521,251           86,654            23,256         2,092,422                 0        164,345                         89     0
       100     2,339,200         209,955,549             71,827                   0                  0        16,487,896           86,654            23,392         2,098,837                 0        164,012                         89     0
       100     2,352,800         210,603,842             71,827                   0                  0        17,037,448           86,654            23,528         2,105,320                 0        169,507                         89     0
       100     2,366,400         211,247,048             71,827                   0                  0        17,472,196           86,654            23,664         2,111,752                 0        173,855                         89     0
       100     2,380,000         211,897,047             71,827                   0                  0        17,391,190           86,654            23,800         2,118,252                 0        173,045                         89     0
       100     2,393,600         212,546,987             71,827                   0                  0        17,058,525           86,654            23,936         2,124,751                 0        169,718                         88     0
       100     2,407,200         213,190,249             71,827                   0                  0        17,793,863           86,654            24,072         2,131,184                 0        177,072                         88     0
       100     2,420,800         213,836,847             71,827                   0                  0        18,363,466           86,654            24,208         2,137,650                 0        182,768                         88     0
       100     2,434,400         214,490,247             71,827                   0                  0        17,578,481           86,654            24,344         2,144,184                 0        174,918                         88     0
       100     2,448,000         215,135,145             71,827                   0                  0        16,945,626           86,654            24,480         2,150,633                 0        168,589                         87     0
       100     2,461,600         215,780,045             71,827                   0                  0        17,453,534           86,654            24,616         2,157,082                 0        173,668                         87     0
       100     2,475,200         216,440,246             71,827                   0                  0        17,341,690           86,654            24,752         2,163,684                 0        172,550                         87     0
       100     2,488,800         217,078,349             71,827                   0                  0        17,715,981           86,654            24,888         2,170,065                 0        176,293                         87     0
       100     2,502,400         217,724,947             71,827                   0                  0        18,126,391           86,654            25,024         2,176,531                 0        180,397                         86     0
       100     2,516,000         218,373,251             71,827                   0                  0        17,869,461           86,654            25,160         2,183,014                 0        177,828                         86     0
       100     2,529,600         219,035,151             71,827                   0                  0        16,206,082           86,654            25,296         2,189,633                 0        161,194                         86     0
       100     2,543,200         219,673,240             71,827                   0                  0        15,431,200           86,654            25,432         2,196,014                 0        153,445                         86     0
       100     2,556,800         220,323,246             71,827                   0                  0        15,599,419           86,654            25,568         2,202,514                 0        155,127                         86     0
       100     2,570,400         220,973,250             71,827                   0                  0        15,401,354           86,654            25,704         2,209,014                 0        153,147                         85     0
       100     2,584,000         221,621,545             71,827                   0                  0        15,278,368           86,654            25,840         2,215,497                 0        151,917                         85     0
       100     2,597,600         222,269,906             71,827                   0                  0        15,441,441           86,654            25,976         2,221,980                 0        153,547                         85     0
       100     2,611,200         222,913,046             71,827                   0                  0        15,262,295           86,654            26,112         2,228,412                 0        151,756                         85     0
       100     2,624,800         223,566,449             71,827                   0                  0        14,976,248           86,654            26,248         2,234,946                 0        148,895                         85     0
       100     2,638,400         224,219,840             71,827                   0                  0        14,806,520           86,654            26,384         2,241,480                 0        147,198                         84     0
       100     2,652,000         224,864,743             71,827                   0                  0        14,908,290           86,654            26,520         2,247,929                 0        148,216                         84     0
       100     2,665,600         225,507,952             71,827                   0                  0        15,195,204           86,654            26,656         2,254,361                 0        151,085                         84     0
       100     2,679,200         226,159,646             71,827                   0                  0        15,155,259           86,654            26,792         2,260,878                 0        150,686                         84     0
       100     2,692,800         226,799,448             71,827                   0                  0        15,640,360           86,654            26,928         2,267,276                 0        155,537                         84     0
       100     2,706,400         227,461,348             71,827                   0                  0        14,870,411           86,654            27,064         2,273,895                 0        147,837                         84     0
       100     2,720,000         228,106,243             71,827                   0                  0        14,636,667           86,654            27,200         2,280,344                 0        145,500                         83     0
       100     2,733,600         228,751,150             71,827                   0                  0        14,551,751           86,654            27,336         2,286,793                 0        144,650                         83     0
       100     2,747,200         229,404,539             71,827                   0                  0        15,508,371           86,654            27,472         2,293,327                 0        154,217                         83     0
       100     2,760,800         230,042,646             71,827                   0                  0        15,014,969           86,654            27,608         2,299,708                 0        149,283                         83     0
       100     2,774,400         230,697,750             71,827                   0                  0        14,768,561           86,654            27,744         2,306,259                 0        146,819                         83     0
       100     2,788,000         231,346,044             71,827                   0                  0        14,747,639           86,654            27,880         2,312,742                 0        146,609                         82     0
       100     2,801,600         231,996,046             71,827                   0                  0        14,805,905           86,654            28,016         2,319,242                 0        147,192                         82     0
       100     2,815,200         232,644,346             71,827                   0                  0        15,016,798           86,654            28,152         2,325,725                 0        149,301                         82     0
       100     2,828,800         233,287,548             71,827                   0                  0        15,893,704           86,654            28,288         2,332,157                 0        158,070                         82     0
       100     2,842,400         233,940,945             71,827                   0                  0        15,724,276           86,654            28,424         2,338,691                 0        156,376                         82     0
       100     2,856,000         234,579,064             71,827                   0                  0        15,809,729           86,654            28,560         2,345,072                 0        157,230                         82     0
       100     2,869,600         235,234,154             71,827                   0                  0        15,912,436           86,654            28,696         2,351,623                 0        158,257                         81     0
       100     2,883,200         235,873,946             71,827                   0                  0        16,318,707           86,654            28,832         2,358,021                 0        162,320                         81     0
       100     2,896,800         236,529,055             71,827                   0                  0        16,844,202           86,654            28,968         2,364,572                 0        167,575                         81     0
       100     2,910,400         237,173,955             71,827                   0                  0        16,046,830           86,654            29,104         2,371,021                 0        159,601                         81     0
       100     2,924,000         237,832,448             71,827                   0                  0        16,492,739           86,654            29,240         2,377,606                 0        164,060                         81     0
       100     2,937,600         238,472,254             71,827                   0                  0        16,429,235           86,654            29,376         2,384,004                 0        163,425                         81     0
       100     2,951,200         239,122,256             71,827                   0                  0        17,095,257           86,654            29,512         2,390,504                 0        170,086                         81     0
       100     2,964,800         239,772,250             71,827                   0                  0        17,827,681           86,654            29,648         2,397,004                 0        177,410                         80     0
       100     2,978,400         240,418,850             71,827                   0                  0        18,030,282           86,654            29,784         2,403,470                 0        179,436                         80     0
       100     2,992,000         241,072,243             71,827                   0                  0        17,246,168           86,654            29,920         2,410,004                 0        171,595                         80     0
       100     3,005,600         241,717,159             71,827                   0                  0        18,654,450           86,654            30,056         2,416,453                 0        185,677                         80     0
       100     3,019,200         242,363,745             71,827                   0                  0        19,885,352           86,654            30,192         2,422,919                 0        197,986                         80     0
       100     3,032,800         243,017,153             71,827                   0                  0        16,779,581           86,654            30,328         2,429,453                 0        166,929                         80     0
       100     3,046,400         243,663,749             71,827                   0                  0        19,178,039           86,654            30,464         2,435,919                 0        190,913                         79     0
       100     3,060,000         244,310,367             71,827                   0                  0        19,235,498           86,654            30,600         2,442,385                 0        191,488                         79     0
       100     3,073,600         244,960,354             71,827                   0                  0        19,116,285           86,654            30,736         2,448,885                 0        190,296                         79     0
       100     3,087,200         245,608,647             71,827                   0                  0        19,099,100           86,654            30,872         2,455,368                 0        190,124                         79     0
       100     3,100,800         246,253,546             71,827                   0                  0        19,108,324           86,654            31,008         2,461,817                 0        190,216                         79     0
